key	accuracy	ammo	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	dismounted_melee_defense	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_animals	animal	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_&_weaknesses_text	supports_first_person	training_level	num_guns	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	chariot	num_chariots	reload	loose_spacing	spotting_and_hiding	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power
cha_merc_bre_armorican_cav	25	3	cha_mail_long	2500	cavalry	43	cav_mel	24	49	11	cha_bre_armorican_cav	rome_man_sword_shield_javelin_horse	cha_infantry_heavy	37	5	51	0	cha_ger_horse_sword_h	0		80	cha_spatha_heavy	att_javelin_heavy	5	cha_round	cha_bre_armorican_cav	cav_melee	mob	false	well_trained	0	cha_gen_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_cavalry_missile_fire_move_parthian	30.0000	60.0000		0	25	true		selected_cavalry_missile	selected_javelinmen	selected_generic	1.2500	10.0000
cha_merc_hagustalti_reitmen	0	0	cha_cloth_helmet	2500	cavalry	44	cav_mel	14	37	22	cha_eng_horsemen	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_medium	37	2	30	0	cha_ger_horse_spear_shield_m	0		80	att_spear		5	cha_round	cha_eng_horsemen	cav_melee	mob	false	trained	0	cha_sax_cavalry_officer			true	50.0000	900.0000	0.0000	att_light	30.0000	60.0000		0	0	true		selected_horsemen	selected_horsemen	selected_cavalry	1.2500	10.0000
cha_merc_sax_scout_cav	25	2	cha_cloth_helmet	2500	cavalry	40	cav_mel	20	25	28	cha_sax_scout_cav	rome_man_spear_shield_javelin_horse	cha_infantry_light	37	8	34	0	cha_rom_horse_spear_shield_l	0		80	att_spear	att_javelin	5	cha_round	cha_sax_scout_cav	cav_melee	mob	false	poorly_trained	0	cha_sax_cavalry_officer			true	50.0000	900.0000	0.0000	att_light_cavalry_missile_fire_move_parthian	30.0000	60.0000		0	20	true		selected_scout_riders	selected_scouts	selected_riders	1.2500	10.0000
cha_merc_slav_ambushers	0	5	cha_cloth_helmet	1800	inf_ranged	32	inf_mis	22	22	22	cha_slav_ambushers	rome_man_spear_shield_javelin_horse	cha_infantry_light	22	22	45	0		0		0	att_spear	cha_jav_precursor	8	cha_round	cha_slav_ambushers	melee_inf_barb	mob	false	poorly_trained	0	cha_slav_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_charge_reflect_deploy_fatigue_terrain	30.0000	60.0000		0	75	true		selected_javelinmen	selected_inf_spearmen	selected_generic	1.0000	10.0000
cha_merc_spa_ambushers	15	5	cha_cloth_helmet	1800	inf_ranged	34	inf_mis	22	22	22	cha_spa_ambushers	rome_man_spear_shield_javelin_horse	cha_infantry_light	39	15	45	0		0		0	att_spear	cha_jav	5	cha_round_small	cha_spa_ambushers	missile_inf	mob	false	trained	0	cha_gen_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_charge_reflect_deploy_fatigue_terrain	30.0000	60.0000		0	75	true		selected_javelinmen	selected_inf_spearmen	selected_generic	1.0000	10.0000
cha_mus_berber_horsemen	0	0	cha_cloth	2500	cavalry	53	cav_mel	18	38	36	cha_mus_berber_horsemen	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_medium	38	21	34	0	cha_ger_horse_spear_shield_l	0		80	att_spear		5	cha_round_small	cha_mus_berber_horsemen	cav_melee	mob	false	trained	0	cha_mus_cavalry_officer			true	50.0000	900.0000	0.0000	att_light	30.0000	60.0000		0	0	true		selected_horsemen	selected_cavalry	selected_generic	1.2500	10.0000
cha_mus_berber_jinetes	25	5	cha_cloth_helmet	2500	cavalry	38	cav_mis	13	43	5	cha_mus_berber_jinetes	rome_man_sword_shield_javelin_horse	cha_infantry_light	43	5	34	0	cha_rom_horse_sword_shield_l	0		80	cha_dagger	att_javelin	5	cha_round_small	cha_mus_berber_jinetes	cav_melee	mob	false	trained	0	cha_mus_cavalry_officer			true	50.0000	900.0000	0.0000	att_light_cavalry_missile_fire_move_parthian	30.0000	60.0000		0	20	true		selected_horse_skirmishers	selected_cavalry	selected_cavalry_missile	1.2500	10.0000
cha_nor_riddarar_idea	0	0	cha_cloth_helmet	2500	cavalry	50	cav_mel	20	28	32	cha_fra_horsemen	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_medium	28	12	34	0	cha_ger_horse_spear_shield_m	0		80	att_spear		5	cha_round	cha_fra_horsemen	cav_melee	mob	false	trained	0	cha_sax_cavalry_officer			true	50.0000	900.0000	0.0000	att_light	30.0000	60.0000		0	0	true		selected_cavalry	selected_cavalry	selected_cavalry_melee	1.2500	10.0000
cha_nor_riddarar	0	0	cha_cloth_helmet	2500	cavalry	50	cav_mel	20	28	32	cha_fra_horsemen	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_medium	28	12	34	0	cha_ger_horse_spear_shield_m	0		80	att_spear		5	cha_round	cha_fra_horsemen	cav_melee	mob	false	trained	0	cha_sax_cavalry_officer			true	50.0000	900.0000	0.0000	att_light	30.0000	60.0000		0	0	true		selected_cavalry	selected_cavalry	selected_cavalry_melee	1.2500	10.0000
cha_nor_armez_muntedurs	0	0	cha_mail	2500	cavalry	50	cav_mel	20	28	32	cha_fra_cav	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_heavy	28	12	34	0	cha_ger_horse_spear_shield_h	0		80	att_spear		5	cha_round	cha_fra_cav	cav_melee	mob	false	trained	0	cha_sax_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy	30.0000	60.0000		0	0	true		selected_cavalry	selected_cavalry	selected_cavalry_melee	1.2500	10.0000
cha_nor_chevalers	0	0	cha_scale	2500	cavalry	60	cav_mel	25	33	49	cha_fra_scola_cav	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_very_heavy	43	29	51	0	cha_armour_horse_spear_shield_vh	0		80	att_spear		5	cha_round	cha_fra_scola_cav	cav_melee	mob	false	well_trained	0	cha_sax_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined	30.0000	60.0000		0	0	true		selected_cavalry	selected_cavalry	selected_cavalry_melee	1.2500	10.0000
cha_nor_noblei_chevalers	0	0	cha_mail_heavy	2500	cavalry	70	cav_mel	25	43	59	cha_fra_scola_knights	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_very_heavy	43	39	51	0	cha_armour_horse_spear_shield_vh	0		80	att_spear		5	cha_kite	cha_fra_scola_knights	cav_melee	mob	false	well_trained	0	cha_sax_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined	30.0000	60.0000		0	0	true		selected_cavalry	selected_cavalry	selected_cavalry_melee	1.2500	10.0000
cha_nor_lancent	0	0	cha_mail	1800	inf_melee	29	inf_spr	30	30	30	cha_fra_armoured_spear	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_heavy	30	32	45	0		0		0	att_spear		8	cha_round	cha_fra_armoured_spear	melee_inf_barb	mob	false	trained	0	cha_sax_cavalry_officer			true	50.0000	750.0000	0.0000	att_heavy_charge_reflect_disciplined	30.0000	60.0000		0	0	true		selected_spears	selected_inf_spearmen	selected_generic	1.0000	10.0000
cha_nor_lancent_armeure	0	0	cha_mail_heavy	1800	inf_melee	30	inf_spr	30	35	45	cha_lom_guardsmen	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_very_heavy	35	45	50	0		0		0	att_spear_heavy		8	cha_kite	cha_lom_guardsmen	melee_inf_barb	mob	false	elite	0	cha_sax_cavalry_officer			true	50.0000	750.0000	0.0000	att_heavy_charge_reflect_disciplined_encourages	30.0000	60.0000		0	0	true		selected_spears	selected_inf_melee	selected_generic	1.0000	10.0000
cha_pap_guardsmen	0	0	cha_mail_heavy	1800	inf_melee	30	inf_spr	27	37	40	cha_pap_guardsmen	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_very_heavy	35	55	60	0		0		0	att_spear_heavy		8	cha_round	cha_pap_guardsmen	melee_inf_barb	mob	false	elite	0	cha_gen_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_charge_reflect_disciplined_encourages	30.0000	60.0000		0	0	true		selected_spears	selected_inf_melee	selected_generic	1.0000	10.0000
cha_sax_cav	25	2	cha_cloth_helmet	2500	cavalry	43	cav_mel	23	28	32	cha_sax_cav	rome_man_spear_shield_javelin_horse	cha_infantry_medium	40	10	34	0	cha_rom_horse_spear_shield_l	0		80	att_spear	att_javelin	5	cha_round	cha_sax_cav	cav_melee	mob	false	trained	0	cha_sax_cavalry_officer			true	50.0000	900.0000	0.0000	att_light_cavalry_missile_fire_move_parthian	30.0000	60.0000		0	20	true		selected_scout_riders	selected_scouts	selected_riders	1.2500	10.0000
cha_sax_hearth_cav	0	0	cha_mail_heavy	2500	cavalry	69	cav_mel	26	52	45	cha_sax_hearth_cav	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_very_heavy	52	25	45	0	cha_rom_horse_spear_shield_vh	0		80	att_spear		5	cha_round	cha_sax_hearth_cav	cav_melee	mob	false	elite	0	cha_sax_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined	30.0000	60.0000		0	0	true		selected_elite_cavalry	selected_cavalry	selected_cavalry_melee	1.2500	10.0000
cha_sax_javelinmen	15	5	cha_cloth_helmet	1800	inf_ranged	2	inf_mis	2	7	2	cha_sax_javelinmen	rome_man_sword_shield_javelin_horse	cha_infantry_very_light	7	17	28	0		0		0	cha_sax	cha_jav	5	cha_archer	cha_sax_javelinmen	missile_inf	mob	false	trained	0	cha_sax_infantry_officer			true	50.0000	750.0000	0.0000	att_light	30.0000	60.0000		0	40	true		selected_javelinmen	selected_skirmishers	selected_inf_missile	1.0000	10.0000
cha_sax_legio_idea	0	0	cha_mail_heavy	2500	cavalry	55	cav_mel	25	33	49	cha_sax_legio_regia	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_very_heavy	43	29	54	0	cha_armour_horse_spear_shield_vh	0		80	att_spear_heavy		5	cha_round	cha_sax_legio_regia	cav_melee	mob	false	elite	0	cha_sax_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined_encourages	30.0000	60.0000		0	0	true		selected_elite_cavalry	selected_cavalry_melee	selected_cavalry	1.2500	10.0000
cha_sax_legio_regia	0	0	cha_mail_heavy	2500	cavalry	70	cav_mel	25	47	59	cha_sax_legio_regia	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_very_heavy	47	39	54	0	cha_armour_horse_spear_shield_vh	0		80	att_spear_heavy		5	cha_kite	cha_sax_legio_regia	cav_melee	mob	false	elite	0	cha_sax_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined_encourages	30.0000	60.0000		0	0	true		selected_elite_cavalry	selected_cavalry_melee	selected_cavalry	1.2500	10.0000
cha_sax_noble_javelinmen	15	5	cha_mail	1800	inf_ranged	30	inf_mis	20	20	30	cha_sax_noble_javelinmen	rome_man_sword_shield_javelin_horse	cha_infantry_medium	35	35	37	0		0		0	cha_sax	att_javelin	5	cha_archer	cha_sax_noble_javelinmen	missile_inf	mob	false	well_trained	0	cha_sax_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_disciplined_encourages	30.0000	60.0000		0	45	true		selected_germanic_germanic_nobles	selected_javelinmen	selected_inf_missile	1.0000	10.0000
cha_sax_scout_cav	25	2	cha_cloth_helmet	2500	cavalry	40	cav_mel	20	25	28	cha_sax_scout_cav	rome_man_spear_shield_javelin_horse	cha_infantry_light	37	8	34	0	cha_rom_horse_spear_shield_l	0		80	att_spear	att_javelin	5	cha_round	cha_sax_scout_cav	cav_melee	mob	false	poorly_trained	0	cha_sax_cavalry_officer			true	50.0000	900.0000	0.0000	att_light_cavalry_missile_fire_move_parthian	30.0000	60.0000		0	20	true		selected_scout_riders	selected_scouts	selected_riders	1.2500	10.0000
cha_slav_ambushers	15	5	cha_cloth_helmet	1800	inf_ranged	32	inf_mis	22	22	22	cha_slav_ambushers	rome_man_spear_shield_javelin_horse	cha_infantry_medium	22	22	45	0		0		0	att_spear	att_javelin	5	cha_round	cha_slav_ambushers	missile_inf	mob	false	poorly_trained	0	cha_slav_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_charge_reflect_deploy_fatigue_terrain	30.0000	60.0000		0	75	true		selected_javelinmen	selected_inf_spearmen	selected_generic	1.0000	10.0000
cha_slav_champions	0	0	cha_mail	1800	inf_melee	25	inf_mel	17	32	37	cha_slav_champions	rome_man_axe_shield_javelin_precursor_horse	cha_infantry_heavy	39	28	51	0		0		0	cha_axe		8	cha_round	cha_slav_champions	melee_inf_barb	mob	false	elite	0	cha_slav_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_disciplined	30.0000	60.0000		0	0	true		selected_axes	selected_inf_melee	selected_generic	1.0000	10.0000
cha_slav_konnica	0	0	cha_cloth_helmet	2500	cavalry	42	cav_mel	12	35	24	cha_eng_horsemen	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_medium	35	4	34	0	cha_ger_horse_spear_shield_m	0		80	att_spear		5	cha_round	cha_eng_horsemen	cav_melee	mob	false	trained	0	cha_eng_cavalry_officer			true	50.0000	900.0000	0.0000	att_light	30.0000	60.0000		0	0	true		selected_horsemen	selected_horsemen	selected_cavalry	1.2500	10.0000
cha_slav_large_shields	0	0	cha_cloth	1800	inf_melee	18	inf_spr	30	30	37	cha_slav_large_shields	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_medium	30	37	45	0		0		0	att_spear		8	cha_tower	cha_slav_large_shields	melee_inf_barb	mob	false	trained	0	cha_slav_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_charge_reflect	30.0000	60.0000		0	0	true		selected_spears	selected_inf_melee	selected_generic	1.0000	10.0000
cha_slav_prvaci	0	0	cha_mail	1800	inf_melee	29	inf_mel	17	32	37	cha_cel_kings_warband	rome_man_sword_shield_javelin_horse	cha_infantry_heavy	50	42	54	0		0		0	cha_spatha_heavy		8	cha_round	cha_cel_kings_warband	melee_inf_barb	mob	false	elite	0	cha_cel_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_disciplined_encourages	30.0000	60.0000		0	0	true		selected_swords	selected_inf_melee	selected_generic	1.0000	10.0000
cha_slav_raiders	25	5	cha_cloth	2500	cavalry	35	cav_mis	10	40	2	cha_slav_raiders	rome_man_sword_shield_javelin_horse	cha_infantry_light	40	2	34	0	cha_ger_horse_spear_shield_l	0		80	cha_dagger	att_javelin	5	cha_round	cha_slav_raiders	cav_melee	mob	false	trained	0	cha_slav_cavalry_officer			true	50.0000	900.0000	0.0000	att_light_cavalry_missile_fire_move_parthian	30.0000	60.0000		0	15	true		selected_nordic_nordic_horse_raiders	selected_germanic_germanic_raiders	selected_cavalry_missile	1.2500	10.0000
cha_slav_royal_cav	0	0	cha_mail	2500	cavalry	45	cav_mel	15	40	37	cha_slav_royal_cav	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_very_heavy	40	17	51	0	cha_ger_horse_spear_shield_h	0		80	att_spear_heavy		5	cha_round	cha_slav_royal_cav	cav_melee	mob	false	elite	0	cha_slav_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined_encourages	30.0000	60.0000		0	0	true		selected_royal_cavalry	selected_cavalry	selected_cavalry_melee	1.2500	10.0000
cha_slav_spear	0	0	cha_cloth_helmet	1800	inf_melee	26	inf_spr	27	27	27	cha_slav_spear	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_medium	27	27	34	0		0		0	att_spear		8	cha_round	cha_slav_spear	melee_inf_barb	mob	false	poorly_trained	0	cha_slav_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_charge_reflect	30.0000	60.0000		0	0	true		selected_spears	selected_inf_spearmen	selected_short	1.0000	10.0000
cha_spa_ambushers	15	5	cha_cloth_helmet	1800	inf_ranged	34	inf_mis	22	22	22	cha_spa_ambushers	rome_man_spear_shield_javelin_horse	cha_infantry_medium	39	15	45	0		0		0	att_spear	att_javelin	5	cha_round_small	cha_spa_ambushers	missile_inf	mob	false	trained	0	cha_gen_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_charge_reflect_deploy_fatigue_terrain	30.0000	60.0000		0	75	true		selected_javelinmen	selected_inf_spearmen	selected_generic	1.0000	10.0000
cha_spa_armoured_sword	0	0	cha_mail	1800	inf_melee	17	inf_mel	17	32	37	cha_gen_armoured_sword	rome_man_sword_shield_javelin_horse	cha_infantry_heavy	34	37	45	0		0		0	att_spatha		8	cha_round	cha_gen_armoured_sword	melee_inf_barb	mob	false	well_trained	0	cha_gen_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_disciplined	30.0000	60.0000		0	0	true		selected_swords	selected_inf_melee	selected_generic	1.0000	10.0000
cha_spa_jinetes	25	5	cha_cloth_helmet	2500	cavalry	38	cav_mis	13	43	5	cha_spa_jinetes	rome_man_sword_shield_javelin_horse	cha_infantry_light	43	5	34	0	cha_rom_horse_sword_shield_l	0		80	cha_dagger	att_javelin	5	cha_round_small	cha_spa_jinetes	cav_melee	mob	false	trained	0	cha_gen_cavalry_officer			true	50.0000	900.0000	0.0000	att_light_cavalry_missile_fire_move_parthian	30.0000	60.0000		0	20	true		selected_cavalry	selected_cavalry	selected_cavalry_missile	1.2500	10.0000
cha_spa_large_onager	0	10	cha_cloth	1500	artillery	5	art_fld	5	10	5	cha_gen_large_onager	rome_man_sword_onager_large_crew	cha_infantry_very_light	10	5	26	0		0		0	cha_dagger		1	cha_none	cha_gen_large_onager	artillery	mob	false	poorly_trained	4	cha_gen_onager_officer		att_onager_large	true	50.0000	750.0000	0.0000	att_artillery	30.0000	60.0000		0	20	true		selected_large_onager	selected_short	selected_large_onager	1.5000	10.0000
cha_spa_levy_skirm	15	5	cha_cloth	1800	inf_ranged	2	inf_mis	2	7	2	cha_gen_levy_skirm	rome_man_sword_shield_javelin_horse	cha_infantry_very_light	7	17	26	0		0		0	cha_dagger	cha_jav	5	cha_archer	cha_gen_levy_skirm	missile_inf	mob	false	poorly_trained	0	cha_gen_infantry_officer			true	50.0000	750.0000	0.0000	att_light	30.0000	60.0000		0	40	true		selected_levy	selected_skirmishers	selected_javelinmen	1.0000	10.0000
cha_spa_levy_spear	0	0	cha_cloth	1800	inf_melee	25	inf_spr	25	25	25	cha_gen_levy_spear	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_medium	25	25	30	0		0		0	att_spear		8	cha_round	cha_gen_levy_spear	melee_inf_barb	mob	false	poorly_trained	0	cha_gen_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_charge_reflect	30.0000	60.0000		0	0	true		selected_spears	selected_levy	selected_inf_spearmen	1.0000	10.0000
cha_spa_onager	0	9	cha_cloth	1500	artillery	2	art_fld	2	7	2	cha_gen_onager	rome_man_sword_onager_crew	cha_infantry_very_light	7	2	26	0		0		0	cha_dagger		1	cha_none	cha_gen_onager	artillery	mob	false	poorly_trained	4	cha_gen_onager_officer		att_onager	true	50.0000	750.0000	0.0000	att_artillery	30.0000	60.0000		0	20	true		selected_onager	selected_generic	selected_onager	1.5000	10.0000
cha_spa_royal_guard_cavalry	0	2	cha_mail_heavy	2500	cavalry	50	cav_mel	15	43	54	cha_spa_royal_guard_cavalry	rome_man_sword_shield_javelin_precursor_horse	cha_infantry_very_heavy	52	34	54	0	cha_rom_horse_sword_shield_vh	0		80	cha_spatha_heavy	cha_jav_precursor	5	cha_round	cha_spa_royal_guard_cavalry	cav_melee	mob	false	elite	0	cha_gen_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined_encourages	30.0000	60.0000		0	25	true		selected_cavalry_melee	selected_cavalry	selected_generic	1.2500	10.0000
cha_spa_royal_guardsmen	0	0	cha_mail_heavy	1800	inf_melee	20	inf_mel	25	39	42	cha_spa_royal_guardsmen	rome_man_sword_shield_javelin_precursor_horse	cha_infantry_very_heavy	39	42	51	0		0		0	att_spatha		8	cha_kite	cha_spa_royal_guardsmen	melee_inf_barb	mob	false	elite	0	cha_gen_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_disciplined_encourages	30.0000	60.0000		0	0	true		selected_royal_guard	selected_swords	selected_inf_melee	1.0000	10.0000
cha_spa_skirm	15	5	cha_cloth_helmet	1800	inf_ranged	2	inf_mis	2	7	2	cha_gen_skirm	rome_man_sword_shield_javelin_horse	cha_infantry_very_light	7	17	28	0		0		0	cha_dagger	cha_jav	5	cha_archer	cha_gen_skirm	missile_inf	mob	false	trained	0	cha_gen_infantry_officer			true	50.0000	750.0000	0.0000	att_light	30.0000	60.0000		0	40	true		selected_javelinmen	selected_inf_missile	selected_short	1.0000	10.0000
cha_spa_spear	0	0	cha_cloth_helmet	1800	inf_melee	26	inf_spr	27	27	27	cha_gen_spear	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_medium	27	27	34	0		0		0	att_spear		8	cha_round	cha_gen_spear	melee_inf_barb	mob	false	trained	0	cha_gen_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_charge_reflect	30.0000	60.0000		0	0	true		selected_spears	selected_inf_spearmen	selected_short	1.0000	10.0000
cha_spa_sword	0	0	cha_cloth_helmet	1800	inf_melee	14	inf_mel	14	24	29	cha_gen_sword	rome_man_sword_shield_javelin_horse	cha_infantry_medium	29	29	36	0		0		0	att_spatha		8	cha_round	cha_gen_sword	melee_inf_barb	mob	false	trained	0	cha_gen_infantry_officer			true	50.0000	750.0000	0.0000	att_light	30.0000	60.0000		0	0	true		selected_swords	selected_infantry_melee	selected_generic	1.0000	10.0000
cha_vik_big_axes	0	0	cha_cloth_helmet	1800	inf_melee	87	inf_mel	87	45	4	cha_vik_big_axes	rome_man_falx_javelin_precursor_foot	cha_infantry_light	59	4	42	0		0		0	cha_dane_axe		8	cha_none	cha_vik_big_axes	melee_inf_barb	mob	false	poorly_trained	0	cha_vik_officer			true	50.0000	750.0000	0.0000	att_light	30.0000	60.0000		0	0	true		selected_axes	selected_warriors	selected_inf_melee	1.0000	10.0000
cha_vik_hundar	0	0	cha_cloth	1800	inf_melee	2	inf_mel	2	7	2	cha_sax_warhounds	rome_man_sword_shield_javelin_precursor_horse	cha_infantry_medium	7	2	34	0		120	wolf	0	cha_seax		5	cha_none	cha_sax_warhounds	animals	mob	false	poorly_trained	0	cha_sax_infantry_officer			true	50.0000	750.0000	0.0000	att_light	30.0000	60.0000		0	0	true		selected_nordic_warhounds	selected_nordic_warhounds	selected_short	1.0000	10.0000
